datetime,S,I,Q,R,D
25-Jul-2020,10737449,14360,4037,13818,823
26-Jul-2020,10736727,14702,4125,14102,831
27-Jul-2020,10735988,15053,4216,14392,839
28-Jul-2020,10735231,15413,4309,14688,846
29-Jul-2020,10734456,15780,4405,14991,854
30-Jul-2020,10733663,16157,4504,15300,862
31-Jul-2020,10732851,16542,4606,15617,871
01-Aug-2020,10732019,16937,4711,15941,879
02-Aug-2020,10731168,17341,4818,16272,888
03-Aug-2020,10730297,17754,4928,16611,897
04-Aug-2020,10729405,18178,5042,16957,906
05-Aug-2020,10728491,18611,5158,17312,915
06-Aug-2020,10727556,19054,5277,17675,925
07-Aug-2020,10726599,19508,5399,18046,935
08-Aug-2020,10725619,19973,5525,18425,945
09-Aug-2020,10724616,20449,5654,18814,955
10-Aug-2020,10723589,20936,5786,19211,965
11-Aug-2020,10722538,21434,5921,19618,976
12-Aug-2020,10721461,21944,6060,20035,987
13-Aug-2020,10720360,22466,6202,20461,998
14-Aug-2020,10719232,23001,6348,20897,1010
15-Aug-2020,10718077,23548,6497,21344,1022
16-Aug-2020,10716895,24108,6650,21800,1034
17-Aug-2020,10715686,24681,6806,22268,1046
18-Aug-2020,10714447,25268,6967,22747,1059
19-Aug-2020,10713179,25868,7131,23237,1071
20-Aug-2020,10711882,26483,7300,23738,1085
21-Aug-2020,10710553,27111,7472,24252,1098
22-Aug-2020,10709194,27755,7649,24777,1112
23-Aug-2020,10707802,28414,7830,25315,1126
24-Aug-2020,10706377,29088,8015,25866,1141
25-Aug-2020,10704919,29778,8204,26430,1155
26-Aug-2020,10703426,30485,8399,27007,1171
27-Aug-2020,10701898,31207,8597,27598,1186
28-Aug-2020,10700334,31947,8801,28202,1202
29-Aug-2020,10698734,32704,9009,28821,1218
30-Aug-2020,10697095,33479,9223,29455,1235
31-Aug-2020,10695419,34272,9441,30104,1252
01-Sep-2020,10693702,35083,9664,30768,1270
02-Sep-2020,10691946,35913,9893,31448,1288
03-Sep-2020,10690148,36763,10127,32143,1306
04-Sep-2020,10688308,37632,10367,32856,1325
05-Sep-2020,10686424,38521,10613,33585,1344
06-Sep-2020,10684497,39432,10864,34331,1364
07-Sep-2020,10682524,40363,11121,35095,1384
08-Sep-2020,10680505,41316,11384,35878,1404
09-Sep-2020,10678439,42291,11653,36678,1425
10-Sep-2020,10676325,43288,11929,37498,1447
11-Sep-2020,10674161,44309,12211,38337,1469
12-Sep-2020,10671947,45354,12499,39196,1492
13-Sep-2020,10669680,46422,12795,40075,1515
14-Sep-2020,10667361,47515,13097,40975,1538
15-Sep-2020,10664988,48634,13406,41896,1563
16-Sep-2020,10662560,49778,13723,42839,1588
17-Sep-2020,10660075,50948,14047,43804,1613
18-Sep-2020,10657532,52146,14378,44792,1639
19-Sep-2020,10654930,53370,14717,45803,1666
20-Sep-2020,10652268,54623,15064,46839,1693
21-Sep-2020,10649544,55905,15419,47898,1721
22-Sep-2020,10646757,57216,15782,48983,1749
23-Sep-2020,10643905,58557,16154,50093,1779
24-Sep-2020,10640987,59929,16534,51229,1808
25-Sep-2020,10638002,61332,16923,52392,1839
26-Sep-2020,10634947,62767,17321,53582,1870
27-Sep-2020,10631822,64234,17728,54800,1902
28-Sep-2020,10628625,65735,18144,56047,1935
29-Sep-2020,10625355,67270,18570,57323,1969
30-Sep-2020,10622009,68840,19006,58629,2003
01-Oct-2020,10618586,70445,19452,59966,2039
02-Oct-2020,10615084,72087,19908,61334,2075
03-Oct-2020,10611502,73766,20374,62734,2111
04-Oct-2020,10607838,75482,20851,64167,2149
05-Oct-2020,10604090,77237,21339,65633,2188
06-Oct-2020,10600256,79032,21838,67134,2227
07-Oct-2020,10596335,80867,22349,68670,2268
08-Oct-2020,10592324,82742,22871,70241,2309
09-Oct-2020,10588221,84660,23405,71850,2351
10-Oct-2020,10584026,86621,23950,73495,2395
11-Oct-2020,10579734,88625,24509,75180,2439
12-Oct-2020,10575346,90674,25080,76903,2485
13-Oct-2020,10570858,92768,25663,78667,2531
14-Oct-2020,10566268,94908,26260,80472,2578
15-Oct-2020,10561575,97096,26871,82318,2627
16-Oct-2020,10556775,99332,27495,84208,2677
17-Oct-2020,10551867,101618,28133,86141,2728
18-Oct-2020,10546849,103953,28785,88120,2780
19-Oct-2020,10541718,106340,29452,90144,2833
20-Oct-2020,10536472,108779,30134,92215,2888
21-Oct-2020,10531108,111271,30830,94334,2943
22-Oct-2020,10525624,113818,31543,96502,3001
23-Oct-2020,10520018,116419,32271,98720,3059
24-Oct-2020,10514287,119077,33015,100989,3119
25-Oct-2020,10508428,121793,33776,103310,3180
26-Oct-2020,10502439,124567,34553,105685,3242
27-Oct-2020,10496318,127400,35348,108115,3306
28-Oct-2020,10490061,130294,36160,110600,3372
29-Oct-2020,10483665,133250,36990,113143,3439
30-Oct-2020,10477129,136269,37838,115744,3507
31-Oct-2020,10470449,139353,38704,118404,3577
01-Nov-2020,10463622,142501,39589,121125,3649
02-Nov-2020,10456646,145716,40494,123909,3722
03-Nov-2020,10449517,148999,41418,126756,3797
04-Nov-2020,10442233,152351,42362,129668,3874
05-Nov-2020,10434791,155772,43326,132646,3952
06-Nov-2020,10427186,159265,44311,135692,4032
07-Nov-2020,10419418,162831,45317,138807,4114
08-Nov-2020,10411481,166470,46345,141993,4198
09-Nov-2020,10403373,170184,47394,145251,4284
10-Nov-2020,10395092,173975,48466,148583,4372
11-Nov-2020,10386632,177843,49560,151990,4462
12-Nov-2020,10377992,181790,50678,155474,4553
13-Nov-2020,10369168,185817,51819,159037,4647
14-Nov-2020,10360156,189925,52983,162679,4743
15-Nov-2020,10350954,194116,54173,166404,4841
16-Nov-2020,10341557,198391,55387,170212,4941
17-Nov-2020,10331962,202751,56626,174105,5044
18-Nov-2020,10322165,207198,57890,178085,5149
19-Nov-2020,10312164,211732,59181,182154,5256
20-Nov-2020,10301953,216356,60498,186314,5365
21-Nov-2020,10291531,221070,61843,190566,5477
22-Nov-2020,10280893,225876,63214,194913,5592
23-Nov-2020,10270035,230774,64613,199356,5709
24-Nov-2020,10258953,235768,66041,203897,5828
25-Nov-2020,10247645,240856,67497,208538,5951
26-Nov-2020,10236105,246041,68983,213282,6075
27-Nov-2020,10224331,251325,70498,218130,6203
28-Nov-2020,10212319,256708,72043,223084,6334
29-Nov-2020,10200064,262191,73618,228147,6467
30-Nov-2020,10187563,267776,75225,233320,6603
01-Dec-2020,10174811,273464,76862,238607,6742
02-Dec-2020,10161806,279257,78532,244008,6885
03-Dec-2020,10148543,285154,80234,249526,7030
04-Dec-2020,10135018,291159,81969,255164,7178
05-Dec-2020,10121227,297270,83737,260923,7330
06-Dec-2020,10107166,303491,85538,266807,7485
07-Dec-2020,10092832,309821,87374,272817,7643
08-Dec-2020,10078221,316262,89244,278955,7805
09-Dec-2020,10063328,322815,91148,285225,7970
10-Dec-2020,10048149,329481,93089,291629,8138
11-Dec-2020,10032682,336261,95065,298169,8311
12-Dec-2020,10016921,343156,97077,304847,8486
13-Dec-2020,10000863,350166,99126,311667,8666
14-Dec-2020,9984504,357292,101211,318630,8849
15-Dec-2020,9967841,364536,103335,325739,9037
16-Dec-2020,9950869,371897,105496,332998,9228
17-Dec-2020,9933585,379377,107695,340408,9423
18-Dec-2020,9915984,386976,109932,347972,9622
19-Dec-2020,9898064,394696,112209,355693,9825
20-Dec-2020,9879821,402535,114524,363574,10033
21-Dec-2020,9861251,410495,116880,371617,10245
22-Dec-2020,9842350,418576,119275,379825,10461
23-Dec-2020,9823116,426779,121710,388201,10681
24-Dec-2020,9803544,435103,124186,396748,10906
25-Dec-2020,9783631,443549,126703,405468,11136
26-Dec-2020,9763375,452117,129260,414365,11370
27-Dec-2020,9742771,460807,131859,423441,11609
28-Dec-2020,9721817,469619,134499,432699,11853
29-Dec-2020,9700510,478553,137182,442142,12102
30-Dec-2020,9678846,487608,139906,451772,12355
31-Dec-2020,9656823,496784,142672,461594,12614
01-Jan-2021,9634439,506081,145480,471610,12877
02-Jan-2021,9611690,515498,148331,481822,13146
03-Jan-2021,9588575,525034,151224,492234,13421
04-Jan-2021,9565090,534689,154159,502848,13700
05-Jan-2021,9541234,544462,157138,513668,13985
06-Jan-2021,9517004,554353,160158,524697,14275
07-Jan-2021,9492399,564358,163222,535937,14571
08-Jan-2021,9467416,574479,166328,547391,14873
09-Jan-2021,9442055,584713,169476,559063,15180
10-Jan-2021,9416313,595059,172667,570955,15493
11-Jan-2021,9390189,605515,175900,583070,15812
12-Jan-2021,9363682,616080,179176,595412,16137
13-Jan-2021,9336790,626752,182493,607983,16468
14-Jan-2021,9309515,637529,185852,620786,16805
15-Jan-2021,9281853,648409,189253,633824,17149
16-Jan-2021,9253806,659389,192695,647099,17498
17-Jan-2021,9225372,670468,196177,660616,17854
18-Jan-2021,9196552,681642,199700,674376,18217
19-Jan-2021,9167346,692910,203264,688382,18585
20-Jan-2021,9137755,704268,206866,702637,18961
21-Jan-2021,9107778,715714,210508,717144,19343
22-Jan-2021,9077417,727244,214189,731906,19731
23-Jan-2021,9046673,738855,217908,746925,20127
24-Jan-2021,9015546,750544,221664,762203,20529
25-Jan-2021,8984040,762308,225457,777744,20938
26-Jan-2021,8952154,774142,229286,793550,21355
27-Jan-2021,8919892,786044,233150,809624,21778
28-Jan-2021,8887255,798009,237049,825967,22208
29-Jan-2021,8854245,810032,240981,842582,22646
30-Jan-2021,8820867,822111,244946,859472,23090
31-Jan-2021,8787122,834240,248944,876639,23542
01-Feb-2021,8753014,846415,252972,894085,24002
02-Feb-2021,8718546,858632,257030,911812,24468
03-Feb-2021,8683722,870885,261116,929821,24943
04-Feb-2021,8648546,883170,265231,948116,25424
05-Feb-2021,8613022,895482,269372,966698,25914
06-Feb-2021,8577155,907815,273538,985569,26411
07-Feb-2021,8540949,920165,277728,1004730,26915
08-Feb-2021,8504410,932525,281941,1024183,27427
09-Feb-2021,8467543,944892,286175,1043930,27947
10-Feb-2021,8430353,957258,290429,1063972,28475
11-Feb-2021,8392846,969618,294702,1084310,29010
12-Feb-2021,8355028,981967,298992,1104946,29554
13-Feb-2021,8316906,994299,303297,1125880,30105
14-Feb-2021,8278485,1006607,307616,1147115,30664
15-Feb-2021,8239773,1018885,311948,1168650,31231
16-Feb-2021,8200777,1031128,316290,1190486,31806
17-Feb-2021,8161504,1043329,320640,1212625,32389
18-Feb-2021,8121961,1055481,324999,1235066,32980
19-Feb-2021,8082155,1067580,329362,1257811,33579
20-Feb-2021,8042096,1079617,333729,1280859,34186
21-Feb-2021,8001791,1091587,338097,1304211,34801
22-Feb-2021,7961248,1103483,342466,1327866,35424
23-Feb-2021,7920476,1115299,346832,1351825,36054
24-Feb-2021,7879483,1127029,351194,1376088,36693
25-Feb-2021,7838279,1138665,355550,1400653,37340
26-Feb-2021,7796872,1150201,359898,1425521,37995
27-Feb-2021,7755271,1161631,364236,1450691,38658
28-Feb-2021,7713487,1172948,368562,1476162,39328
01-Mar-2021,7671527,1184146,372873,1501933,40007
02-Mar-2021,7629403,1195218,377168,1528004,40693
03-Mar-2021,7587124,1206159,381445,1554372,41388
04-Mar-2021,7544699,1216960,385700,1581037,42090
05-Mar-2021,7502139,1227617,389934,1607997,42800
06-Mar-2021,7459454,1238124,394142,1635251,43517
07-Mar-2021,7416653,1248473,398323,1662796,44243
08-Mar-2021,7373748,1258658,402474,1690631,44975
09-Mar-2021,7330748,1268675,406595,1718753,45716
10-Mar-2021,7287665,1278517,410681,1747160,46464
11-Mar-2021,7244507,1288178,414732,1775851,47219
12-Mar-2021,7201286,1297652,418745,1804821,47982
13-Mar-2021,7158012,1306935,422718,1834070,48752
14-Mar-2021,7114696,1316020,426649,1863593,49530
15-Mar-2021,7071347,1324903,430535,1893387,50314
16-Mar-2021,7027978,1333578,434375,1923451,51106
17-Mar-2021,6984597,1342040,438166,1953779,51904
18-Mar-2021,6941216,1350285,441906,1984370,52710
19-Mar-2021,6897844,1358308,445594,2015218,53522
20-Mar-2021,6854493,1366104,449227,2046321,54341
21-Mar-2021,6811172,1373670,452804,2077675,55167
22-Mar-2021,6767891,1381001,456322,2109275,55999
23-Mar-2021,6724661,1388093,459779,2141118,56837
24-Mar-2021,6681492,1394942,463173,2173198,57682
25-Mar-2021,6638392,1401545,466503,2205513,58533
26-Mar-2021,6595374,1407899,469768,2238057,59390
27-Mar-2021,6552445,1414001,472964,2270825,60253
28-Mar-2021,6509615,1419847,476090,2303813,61121
29-Mar-2021,6466895,1425435,479146,2337016,61995
30-Mar-2021,6424292,1430762,482128,2370429,62875
31-Mar-2021,6381817,1435827,485036,2404047,63760
01-Apr-2021,6339477,1440627,487868,2437864,64651
02-Apr-2021,6297283,1445160,490622,2471876,65546
03-Apr-2021,6255242,1449425,493297,2506076,66447
04-Apr-2021,6213363,1453420,495893,2540459,67352
05-Apr-2021,6171654,1457145,498406,2575020,68262
06-Apr-2021,6130123,1460597,500837,2609752,69177
07-Apr-2021,6088779,1463777,503184,2644651,70096
08-Apr-2021,6047628,1466684,505446,2679710,71019
09-Apr-2021,6006678,1469317,507622,2714924,71946
10-Apr-2021,5965936,1471677,509711,2750285,72877
11-Apr-2021,5925410,1473764,511712,2785789,73812
12-Apr-2021,5885106,1475577,513625,2821429,74750
13-Apr-2021,5845031,1477118,515448,2857198,75692
14-Apr-2021,5805191,1478387,517181,2893091,76637
15-Apr-2021,5765592,1479385,518823,2929102,77586
16-Apr-2021,5726240,1480114,520373,2965223,78537
17-Apr-2021,5687142,1480574,521832,3001449,79491
18-Apr-2021,5648301,1480767,523198,3037774,80447
19-Apr-2021,5609725,1480694,524472,3074190,81406
20-Apr-2021,5571417,1480359,525653,3110691,82367
21-Apr-2021,5533383,1479762,526741,3147271,83330
22-Apr-2021,5495627,1478905,527736,3183924,84295
23-Apr-2021,5458153,1477792,528637,3220642,85262
24-Apr-2021,5420966,1476425,529445,3257420,86231
25-Apr-2021,5384070,1474806,530159,3294251,87200
26-Apr-2021,5347468,1472939,530781,3331128,88171
27-Apr-2021,5311164,1470825,531309,3368046,89143
28-Apr-2021,5275160,1468469,531745,3404996,90116
29-Apr-2021,5239461,1465873,532088,3441974,91090
30-Apr-2021,5204069,1463042,532339,3478973,92064
01-May-2021,5168986,1459977,532499,3515985,93039
02-May-2021,5134216,1456684,532568,3553006,94014
03-May-2021,5099759,1453165,532546,3590029,94988
04-May-2021,5065620,1449425,532434,3627046,95963
05-May-2021,5031798,1445466,532232,3664053,96938
06-May-2021,4998296,1441295,531942,3701043,97912
07-May-2021,4965115,1436913,531565,3738009,98885
08-May-2021,4932257,1432326,531100,3774946,99858
09-May-2021,4899723,1427537,530549,3811848,100829
10-May-2021,4867514,1422551,529913,3848709,101800
11-May-2021,4835630,1417373,529193,3885522,102769
12-May-2021,4804072,1412006,528389,3922283,103737
13-May-2021,4772841,1406455,527504,3958985,104703
14-May-2021,4741936,1400724,526537,3995622,105668
15-May-2021,4711359,1394818,525490,4032189,106631
16-May-2021,4681108,1388742,524364,4068681,107592
17-May-2021,4651185,1382500,523160,4105092,108551
18-May-2021,4621587,1376096,521880,4141416,109507
19-May-2021,4592316,1369535,520525,4177649,110461
20-May-2021,4563371,1362822,519096,4213785,111413
21-May-2021,4534750,1355961,517595,4249820,112361
22-May-2021,4506454,1348957,516022,4285747,113307
23-May-2021,4478481,1341814,514379,4321563,114250
24-May-2021,4450830,1334538,512668,4357262,115190
25-May-2021,4423499,1327132,510889,4392839,116127
26-May-2021,4396489,1319601,509045,4428291,117061
27-May-2021,4369797,1311950,507137,4463613,117991
28-May-2021,4343422,1304183,505165,4498799,118917
29-May-2021,4317363,1296305,503133,4533847,119840
30-May-2021,4291618,1288320,501040,4568751,120759
31-May-2021,4266184,1280232,498889,4603507,121674
01-Jun-2021,4241062,1272046,496682,4638112,122585
02-Jun-2021,4216247,1263767,494419,4672561,123493
03-Jun-2021,4191740,1255398,492102,4706851,124395
04-Jun-2021,4167537,1246944,489733,4740979,125294
05-Jun-2021,4143637,1238410,487313,4774940,126188
06-Jun-2021,4120037,1229798,484843,4808731,127078
07-Jun-2021,4096736,1221114,482326,4842348,127963
08-Jun-2021,4073731,1212361,479762,4875790,128844
09-Jun-2021,4051019,1203544,477153,4909051,129720
10-Jun-2021,4028600,1194666,474501,4942130,130591
11-Jun-2021,4006469,1185731,471808,4975022,131457
12-Jun-2021,3984626,1176743,469074,5007726,132318
13-Jun-2021,3963067,1167706,466302,5040238,133174
14-Jun-2021,3941790,1158624,463492,5072557,134025
15-Jun-2021,3920792,1149500,460646,5104679,134871
16-Jun-2021,3900071,1140337,457766,5136602,135711
17-Jun-2021,3879624,1131140,454853,5168323,136546
18-Jun-2021,3859449,1121912,451908,5199841,137376
19-Jun-2021,3839544,1112656,448934,5231153,138201
20-Jun-2021,3819905,1103375,445930,5262258,139020
21-Jun-2021,3800529,1094072,442900,5293152,139833
22-Jun-2021,3781415,1084752,439844,5323835,140641
23-Jun-2021,3762560,1075416,436763,5354305,141444
24-Jun-2021,3743960,1066069,433659,5384560,142240
25-Jun-2021,3725614,1056712,430533,5414598,143031
26-Jun-2021,3707518,1047349,427386,5444418,143816
27-Jun-2021,3689670,1037983,424220,5474019,144596
28-Jun-2021,3672067,1028616,421036,5503399,145369
29-Jun-2021,3654706,1019251,417836,5532557,146137
30-Jun-2021,3637586,1009891,414620,5561492,146899
01-Jul-2021,3620702,1000538,411390,5590203,147655
02-Jul-2021,3604052,991194,408147,5618689,148405
03-Jul-2021,3587634,981863,404892,5646949,149149
04-Jul-2021,3571445,972546,401626,5674982,149887
05-Jul-2021,3555482,963246,398350,5702788,150619
06-Jul-2021,3539743,953965,395066,5730366,151346
07-Jul-2021,3524225,944705,391775,5757716,152066
08-Jul-2021,3508925,935469,388477,5784836,152780
09-Jul-2021,3493840,926257,385175,5811727,153488
10-Jul-2021,3478968,917073,381867,5838389,154190
11-Jul-2021,3464307,907917,378557,5864820,154886
12-Jul-2021,3449854,898793,375244,5891021,155576
13-Jul-2021,3435605,889701,371930,5916992,156260
14-Jul-2021,3421559,880643,368615,5942732,156937
15-Jul-2021,3407713,871621,365301,5968242,157609
16-Jul-2021,3394065,862637,361989,5993521,158275
17-Jul-2021,3380611,853692,358679,6018571,158934
18-Jul-2021,3367350,844787,355372,6043390,159588
19-Jul-2021,3354279,835925,352068,6067980,160235
20-Jul-2021,3341395,827105,348770,6092340,160877
21-Jul-2021,3328697,818331,345477,6116471,161512
22-Jul-2021,3316180,809602,342190,6140373,162141
23-Jul-2021,3303844,800920,338911,6164047,162765
24-Jul-2021,3291686,792286,335639,6187493,163382
25-Jul-2021,3279703,783702,332376,6210713,163994
26-Jul-2021,3267894,775168,329121,6233705,164599
27-Jul-2021,3256255,766685,325877,6256472,165198
28-Jul-2021,3244784,758255,322643,6279013,165792
29-Jul-2021,3233480,749877,319419,6301330,166380
30-Jul-2021,3222340,741554,316208,6323424,166961
31-Jul-2021,3211361,733286,313008,6345295,167537
01-Aug-2021,3200542,725073,309822,6366943,168107
02-Aug-2021,3189880,716917,306649,6388371,168671
03-Aug-2021,3179373,708817,303489,6409578,169230
04-Aug-2021,3169019,700776,300344,6430566,169783
05-Aug-2021,3158816,692792,297213,6451336,170329
06-Aug-2021,3148762,684868,294098,6471889,170871
07-Aug-2021,3138854,677002,290998,6492226,171406
08-Aug-2021,3129091,669197,287914,6512349,171936
09-Aug-2021,3119471,661452,284847,6532257,172460
10-Aug-2021,3109991,653768,281797,6551952,172979
11-Aug-2021,3100650,646145,278764,6571437,173492
12-Aug-2021,3091446,638583,275749,6590711,173999
13-Aug-2021,3082376,631083,272751,6609775,174501
14-Aug-2021,3073439,623645,269772,6628633,174998
15-Aug-2021,3064633,616270,266811,6647283,175489
16-Aug-2021,3055957,608957,263870,6665729,175975
17-Aug-2021,3047407,601707,260947,6683971,176455
18-Aug-2021,3038983,594520,258044,6702010,176930
19-Aug-2021,3030683,587396,255160,6719848,177400
20-Aug-2021,3022504,580335,252297,6737487,177864
21-Aug-2021,3014446,573338,249453,6754927,178323
22-Aug-2021,3006506,566404,246630,6772170,178777
23-Aug-2021,2998683,559533,243828,6789217,179226
24-Aug-2021,2990975,552726,241046,6806070,179670
25-Aug-2021,2983380,545983,238285,6822731,180109
26-Aug-2021,2975897,539303,235545,6839201,180542
27-Aug-2021,2968524,532686,232826,6855480,180971
28-Aug-2021,2961259,526133,230129,6871572,181395
29-Aug-2021,2954102,519643,227453,6887477,181813
30-Aug-2021,2947049,513216,224799,6903196,182227
31-Aug-2021,2940101,506852,222166,6918732,182636
01-Sep-2021,2933255,500551,219555,6934085,183041
02-Sep-2021,2926510,494313,216966,6949258,183440
03-Sep-2021,2919864,488137,214399,6964252,183835
04-Sep-2021,2913317,482024,211854,6979067,184225
05-Sep-2021,2906865,475973,209331,6993707,184611
06-Sep-2021,2900509,469985,206830,7008172,184991
07-Sep-2021,2894247,464058,204351,7022464,185368
08-Sep-2021,2888076,458192,201895,7036584,185740
09-Sep-2021,2881997,452388,199460,7050535,186107
10-Sep-2021,2876008,446645,197048,7064317,186470
11-Sep-2021,2870107,440963,194658,7077932,186828
12-Sep-2021,2864292,435341,192290,7091381,187182
13-Sep-2021,2858564,429779,189944,7104667,187532
14-Sep-2021,2852920,424278,187621,7117790,187878
15-Sep-2021,2847359,418835,185320,7130753,188219
16-Sep-2021,2841881,413453,183041,7143557,188556
17-Sep-2021,2836483,408129,180784,7156203,188889
18-Sep-2021,2831165,402863,178549,7168692,189218
19-Sep-2021,2825925,397656,176336,7181028,189543
20-Sep-2021,2820763,392507,174145,7193210,189864
21-Sep-2021,2815676,387415,171975,7205240,190180
22-Sep-2021,2810665,382380,169828,7217121,190493
23-Sep-2021,2805728,377402,167703,7228853,190802
24-Sep-2021,2800863,372480,165599,7240437,191107
25-Sep-2021,2796071,367615,163517,7251877,191408
26-Sep-2021,2791349,362804,161456,7263172,191706
27-Sep-2021,2786696,358050,159416,7274325,191999
28-Sep-2021,2782112,353349,157398,7285337,192289
29-Sep-2021,2777596,348704,155402,7296210,192576
30-Sep-2021,2773147,344112,153426,7306944,192858
01-Oct-2021,2768763,339573,151472,7317542,193137
02-Oct-2021,2764444,335088,149538,7328004,193413
03-Oct-2021,2760188,330656,147625,7338333,193685
04-Oct-2021,2755995,326275,145733,7348530,193953
05-Oct-2021,2751864,321947,143862,7358595,194218
06-Oct-2021,2747794,317670,142011,7368532,194480
07-Oct-2021,2743784,313444,140181,7378340,194738
08-Oct-2021,2739833,309268,138370,7388022,194993
09-Oct-2021,2735941,305142,136580,7397579,195245
10-Oct-2021,2732105,301067,134810,7407012,195493
11-Oct-2021,2728327,297040,133059,7416322,195738
12-Oct-2021,2724604,293062,131329,7425512,195980
13-Oct-2021,2720935,289133,129618,7434582,196219
14-Oct-2021,2717321,285251,127926,7443534,196455
15-Oct-2021,2713760,281417,126254,7452369,196688
16-Oct-2021,2710252,277629,124601,7461088,196917
17-Oct-2021,2706795,273889,122966,7469693,197144
18-Oct-2021,2703389,270194,121351,7478185,197367
19-Oct-2021,2700034,266545,119755,7486565,197588
20-Oct-2021,2696728,262942,118177,7494835,197806
21-Oct-2021,2693470,259383,116617,7502996,198021
22-Oct-2021,2690261,255868,115076,7511050,198233
23-Oct-2021,2687098,252397,113553,7518996,198442
24-Oct-2021,2683982,248970,112048,7526838,198648
25-Oct-2021,2680913,245586,110561,7534575,198852
26-Oct-2021,2677888,242244,109092,7542210,199053
27-Oct-2021,2674908,238945,107640,7549743,199252
28-Oct-2021,2671971,235687,106205,7557176,199447
29-Oct-2021,2669078,232471,104788,7564510,199640
30-Oct-2021,2666228,229295,103388,7571745,199831
31-Oct-2021,2663419,226160,102004,7578884,200019
01-Nov-2021,2660652,223065,100638,7585928,200204
02-Nov-2021,2657925,220009,99288,7592877,200387
03-Nov-2021,2655239,216993,97955,7599733,200568
04-Nov-2021,2652592,214015,96638,7606496,200746
05-Nov-2021,2649984,211075,95337,7613169,200922
06-Nov-2021,2647414,208174,94052,7619752,201095
07-Nov-2021,2644882,205310,92783,7626246,201266
08-Nov-2021,2642388,202483,91530,7632652,201435
09-Nov-2021,2639930,199692,90292,7638972,201601
10-Nov-2021,2637508,196938,89070,7645206,201765
11-Nov-2021,2635122,194219,87863,7651356,201927
12-Nov-2021,2632770,191537,86671,7657423,202087
13-Nov-2021,2630454,188889,85494,7663407,202244
14-Nov-2021,2628171,186275,84331,7669309,202400
15-Nov-2021,2625922,183696,83184,7675132,202553
16-Nov-2021,2623706,181151,82051,7680875,202704
17-Nov-2021,2621522,178639,80932,7686540,202854
18-Nov-2021,2619371,176160,79827,7692128,203001
19-Nov-2021,2617251,173714,78737,7697639,203146
20-Nov-2021,2615162,171301,77660,7703075,203289
21-Nov-2021,2613104,168919,76597,7708437,203430
22-Nov-2021,2611076,166568,75548,7713725,203569
23-Nov-2021,2609078,164249,74512,7718941,203707
24-Nov-2021,2607110,161961,73489,7724085,203842
25-Nov-2021,2605170,159703,72480,7729159,203976
26-Nov-2021,2603258,157475,71483,7734163,204107
27-Nov-2021,2601375,155277,70500,7739098,204237
28-Nov-2021,2599519,153108,69529,7743965,204366
29-Nov-2021,2597691,150969,68571,7748765,204492
30-Nov-2021,2595889,148857,67625,7753499,204617
01-Dec-2021,2594114,146775,66692,7758167,204740
02-Dec-2021,2592365,144720,65770,7762772,204861
